,0
D_78_last_minus_first,0.001657363976044906
D_102_last,0.001656001999674486
D_144_last,0.001636909222559711
S_23_min,0.001635123640487178
D_58_first,0.0016276911234981925
D_81_last_minus_first,0.0016104001229155839
B_15_first,0.0016082532715451948
D_124_last_minus_first,0.001606023177092149
B_13_last_minus_first,0.001598420653458967
S_25_last_minus_first,0.001591090444801297
D_71_last_minus_first,0.0015853473810845235
R_12_last,0.0015826723918334292
B_25_last_minus_first,0.001573378315204582
D_104_max,0.0015731807255184066
D_78_last,0.0015673168705644695
D_92_first,0.0015507338934812956
B_25_max,0.0015444682626889153
D_75_last_minus_first,0.0015442110139052808
D_123_max,0.001540391278502902
D_71_min,0.0015345933114320172
S_16_first,0.001526894592142883
D_120_std,0.0015251704748334323
D_89_mean,0.0015156716163171784
P_4_last_minus_first,0.0015111087538735913
S_18_std,0.0015109020570395076
S_24_first,0.0014821025424948341
D_70_min,0.0014660397052100648
D_79_first,0.001450924678208225
D_42_last_minus_first,0.0014342119077830208
D_93_mean,0.0014339595969509126
D_130_last,0.0014296143240909024
D_75_min,0.0014233683519804027
D_104_min,0.00142238726182486
D_107_last,0.0014092867682751736
D_83_last,0.0014085909161199077
S_19_mean,0.0013907320606324023
B_30_std,0.0013717371415765953
R_27_last_minus_first,0.0013602436599312322
R_11_first,0.0013397902344892015
D_80_last,0.0013210394409937539
B_32_last_minus_first,0.00130867080739969
D_65_first,0.0012934269345404122
D_80_first,0.001289140314287466
D_144_mean,0.0012801298918751127
R_24_last_minus_first,0.0012762189902355574
B_20_first,0.001271211159068399
D_107_max,0.0012643491309576272
D_69_last_minus_first,0.0012516408515231704
D_133_first,0.0012431678138605552
D_70_last_minus_first,0.0012380267230119844
B_8_last_minus_first,0.0012218380816312695
D_145_last_minus_first,0.0011974731400379492
R_12_last_minus_first,0.001194987717284894
D_129_first,0.0011927031506847828
B_20_last_minus_first,0.0011910880194657223
D_113_min,0.0011902257309530171
R_8_max,0.001188399984223671
D_102_min,0.0011873762433542631
B_15_last_minus_first,0.0011830565634640916
B_36_last,0.0011823684390990868
D_84_last_minus_first,0.0011814528863029069
B_25_first,0.001174820373357404
D_113_first,0.00116411686153084
B_22_last_minus_first,0.0011508912108395086
R_2_first,0.001136390886703189
D_47_last_minus_first,0.0011285449105729183
D_56_last_minus_first,0.001127295319173737
